,EarthquakeMagnitude,Modynecm,Strikedeg,Dipdeg,RakeAngledeg,MechanismBasedonRakeAngle,Pplungedeg,Ptrenddeg,Tplungedeg,Ttrenddeg,HypocenterLatitudedeg,HypocenterLongitudedeg,HypocenterDepthkm,DepthtoTopOfFaultRuptureModel,FaultRuptureLengthforCalculationofRykm,FaultRuptureWidthkm,FaultRuptureAreakm2,AvgFaultDispcm,RiseTimes,AvgSlipVelocitycms,StaticStressDropbars,PreferredRuptureVelocitykms,AverageVrVs,PercentofMomentReleaseintheTop5KmofCrust,DepthtoTopofShallowestAsperitykm,EarthquakeinExtensionalRegime1Yes0No,SlipRatemmYr,EpiDkm,HypDkm,JoynerBooreDistkm,RmsDkm,ClstDkm,Rx,SourcetoSiteAzimuthdeg,X,ThetaDdeg,SSGAStrikeSlip,Y,PhiDdeg,SSGADipSlip,s,ctildepr,D,RfnHyp,RfpHyp,T,GMXsC1,GMXsC2,GMXsC3,CampbellsGEOCODE,BrayandRodriguezMarekSGS,Depth,PreferredNEHRPBasedonVs30,Vs30msselectedforanalysis,NEHRPClassificationfromCGSsSiteConditionMap,DepthtoBasementRock,Age,GrainSize,DepositionalHistory,H1azimthdegrees,H2azimithdegrees,HPH1Hz,HPH2Hz,LPH1Hz,LPH2Hz,AveStrikedeg,U,IDPv4,XCI,XCI1,Damping,RotDpercentile,PGAg,PGVcmsec,PGDcm,T0010S,T0020S,T0022S,T0025S,T0029S,T0030S,T0032S,T0035S,T0036S,T0040S,T0042S,T0044S,T0045S,T0046S,T0048S,T0050S,T0055S,T0060S,T0065S,T0067S,T0070S,T0075S,T0080S,T0085S,T0090S,T0095S,T0100S,T0110S,T0120S,T0130S,T0133S,T0140S,T0150S,T0160S,T0170S,T0180S,T0190S,T0200S,T0220S,T0240S,T0250S,T0260S,T0280S,T0290S,T0300S,T0320S,T0340S,T0350S,T0360S,T0380S,T0400S,T0420S,T0440S,T0450S,T0460S,T0480S,T0500S,T0550S,T0600S,T0650S,T0667S,T0700S,T0750S,T0800S,T0850S,T0900S,T0950S,T1000S,T1100S,T1200S,T1300S,T1400S,T1500S,T1600S,T1700S,T1800S,T1900S,T2000S,T2200S,T2400S,T2500S,T2600S,T2800S,T3000S,T3200S,T3400S,T3500S,T3600S,T3800S,T4000S,T4200S,T4400S,T4600S,T4800S,T5000S,T5500S,T6000S,T6500S,T7000S,T7500S,T8000S,T8500S,T9000S,T9500S,T10000S,T11000S,T12000S,T13000S,T14000S,T15000S,T20000S
31,6.19,2.1627185237270347e+25,140.0,90.0,180,0,0.0,188.0,0.0,98.0,35.955,-120.4983,10.0,0.0,25.0,12.0,300.0,20.204391955746665,0.5666666666666667,35.654809333670585,10.190513857953183,2.6,0.747811725846408,49.518704365802556,2.576547881669893,0,34.0,40.25,41.48,15.96,24.75,15.96,-6.84,-25.39,1.0,10.43,0.98,0.83,34.39,0.69,24.94,3.3287,26.87,-0.9133,-0.0781,-5.35637,7,4,0,4,1,2,2,527.92,1,2.8,10,4,10,205.0,295.0,0.1,0.15,14.7,15.1,141.05,39.674258,2.9482,0.4764,0.4764,0.5,50,0.28726,16.521,4.7792,0.2883118,0.2880124,0.2880341,0.2883717,0.2893723,0.2891925,0.2879323,0.2915949,0.2915664,0.2911323,0.2887214,0.2982281,0.3027278,0.3014906,0.3124295,0.2975824,0.3121703,0.3588026,0.3291235,0.3471528,0.3209184,0.4367978,0.4994631,0.4779907,0.3947959,0.6189883,0.4715757,0.7156638,0.6030243,0.697111,0.7834293,0.8761758,0.6199582,0.8279724,0.7201573,0.7540595,0.8948354,1.062804,1.418037,1.056884,1.294859,1.167784,0.7705687,0.8756207,1.005,0.9081512,1.12768,1.288642,1.430408,1.549032,1.318283,1.086246,0.9443346,0.8718847,0.8068899,0.6544432,0.5182347,0.3542734,0.2435573,0.2268571,0.2238726,0.2415408,0.1677081,0.1534968,0.1582552,0.2339612,0.242297,0.2595306,0.2297426,0.2942028,0.2295912,0.1474163,0.09632318,0.07980029,0.08909695,0.08375803,0.07363011,0.07166958,0.0623364,0.05719611,0.04794874,0.04700315,0.03598894,0.02928574,0.02540119,0.02229069,0.02141447,0.02052704,0.01906825,0.01786891,0.01668534,0.01523325,0.01424493,0.01339534,0.0129704,0.01186849,0.01184776,0.01006671,0.008254347,0.006400758,0.00537676,0.004509973,0.003832708,0.003241122,0.002881773,0.002239602,0.001800295,0.001473836,0.001219639,0.001020581,0.0004970321
32,5.6,2.818382931264456e+24,312.0,90.0,180,0,0.0,357.0,0.0,267.0,40.5,-124.6,10.0,8.763,8.3,8.6,72.1,57.95615333586615,0.8776070949758229,44.46835845254788,24.797305808151865,2.57951284875565,0.7863522915372165,48.72447692370177,2.4999893800039796,0,2.0748330467801446,29.73,31.36,27.36,32.03,28.73,25.38,111.93,0.63,58.64,0.33,0.14,68.5,0.05,9.175633418671811,2.140539282476488,12.610352434705808,-0.1645733231373456,0.07988001984922732,7.316142091401627,1,8,3,0,2,2,3,219.31,2,1.9677120780445254,10,4,2,224.0,314.0,0.14,0.07,20.0,13.0,312.0,34.409319297700776,0.9385541685365635,0.11898081150584561,-0.030065827940650443,0.5,50,0.18406,11.517,1.7695,0.1850454,0.1919038,0.189617,0.1888318,0.1970499,0.1997821,0.1968227,0.2141608,0.2256773,0.2359348,0.2340298,0.2308483,0.2468634,0.2568163,0.2761125,0.3003168,0.326194,0.3294315,0.3369693,0.3213277,0.3116308,0.3293257,0.3678325,0.3621174,0.4545002,0.4379064,0.3741192,0.4669375,0.4078839,0.4856375,0.5228309,0.5135596,0.559464,0.5872189,0.6457337,0.6117828,0.5779102,0.541451,0.4813931,0.4628884,0.353359,0.3829529,0.2636361,0.3175961,0.3045056,0.3213068,0.2711899,0.3051257,0.3176281,0.2952375,0.3137804,0.3531472,0.314444,0.2897463,0.2835287,0.2732589,0.2846884,0.3019473,0.2855219,0.37935,0.3734673,0.2813627,0.2497811,0.2079435,0.2039381,0.1823821,0.1752586,0.1659893,0.1745506,0.1339872,0.1033918,0.07668468,0.05351413,0.04196812,0.03083582,0.03309802,0.02722091,0.03969818,0.0259249,0.02474087,0.02183236,0.01914443,0.01930954,0.01024215,0.01562836,0.01021776,0.009652887,0.01009302,0.007365709,0.008175761,0.006400904,0.005026816,0.006689263,0.006285855,0.003942847,0.003468251,0.002565684,0.003070883,0.003574345,0.002415639,0.002432833,0.002365959,0.001763174,0.00140173,0.00109612,0.0008945622,0.0010415,0.0007275684,0.0004940563,0.000429425,0.000259352
33,5.2,7.079457843841426e+23,70.7,90.0,0,0,0.0,25.7,0.0,295.7,37.01,-121.788,7.4,6.624,3.0,2.9,8.7,55.84388499330051,0.8777381947844332,44.14822330010178,23.21580267723514,2.5685746994392993,0.7883206146702947,49.82503672527987,2.5275433310794795,0,2.0030937307831613,38.83,39.53,37.11,38.94,37.69,28.18,49.41,0.87,46.52,0.6,0.26,75.29,0.07,10.639127263599402,2.223529839150624,12.33221263680726,-0.1444130220113075,0.0873604192570423,6.968733203197162,2,3,3,0,2,1,3,198.77,2,1.7,0,0,10,181.0,271.0,0.3,0.3,13.0,15.0,70.65,54.92352054952397,0.9112466621167802,0.1314225622705355,-0.021617134053553515,0.5,50,0.015276,1.3829,0.26224,0.01528113,0.01530771,0.01540986,0.01548688,0.01546249,0.01561377,0.01564658,0.01599827,0.01530173,0.01600454,0.01652227,0.01599223,0.01666284,0.01612501,0.01730997,0.0168062,0.01675556,0.01695939,0.01781597,0.02022187,0.01917852,0.0202483,0.02281833,0.02190931,0.02586964,0.02131807,0.02585419,0.03212042,0.03282579,0.03609968,0.03747351,0.05381665,0.03853177,0.06692706,0.05571027,0.05005273,0.05808868,0.05020315,0.0609361,0.07223365,0.07039507,0.06254868,0.06349514,0.05933147,0.06976683,0.06076069,0.07416064,0.07967842,0.07149708,0.08817574,0.1034307,0.1012662,0.1143822,0.130927,0.09840991,0.070761,0.1091718,0.08235408,0.1137704,0.1073651,0.1139317,0.06286143,0.0871001,0.07374815,0.06201019,0.04487772,0.05048766,0.03769723,0.03809418,0.03427012,0.02527573,0.02263041,0.02335808,0.01982585,0.01993124,0.01529692,0.0112571,0.01417629,0.008158975,0.008731626,0.008851496,0.007756628,0.006338627,0.005718584,0.003780656,0.002872976,0.00347554,0.003903761,0.003336546,0.002458984,0.002074504,0.001488577,0.001150565,0.000937118,0.0008583615,0.0005474026,0.000437331,0.000332889,0.0002751001,0.0002645137,0.0002102482,0.0001755628,0.0001461096,0.0001224607,0.000112072,9.111307e-05,7.263967e-05,6.826732e-05,6.189927e-05,5.507819e-05,2.842731e-05
34,6.63,9.88553094656946e+25,317.0,78.0,-178,0,9.85,181.17,7.06,272.4,33.189,-116.143,8.0,0.0,30.0,12.0,360.1,76.68207424202046,0.8083289365498514,39.561289957644256,35.242619770067414,2.6293040699266292,0.7791398222006105,49.200541940903534,2.466306615169842,0,4.0,70.75,71.2,45.12,58.68,45.66,12.44,164.22,0.86,8.75,0.85,0.47,65.39,0.19,25.92,3.4887,26.51,0.8862,0.2993,12.439088,3,8,3,0,2,1,3,213.44,2,5.0,0,0,6,180.0,270.0,0.04,0.08,12.5,12.8,317.0,-44.010768,3.0444,0.4905,0.3674,0.5,50,0.094018,19.007,12.589,0.0943426,0.09420563,0.09434156,0.09456328,0.09483393,0.09496031,0.09513848,0.09555107,0.09588313,0.09634982,0.09730772,0.0987182,0.09847075,0.09831863,0.09810384,0.09881513,0.1019223,0.1090429,0.1088209,0.1157122,0.1225941,0.1132074,0.140146,0.1347748,0.1169274,0.1560798,0.1523742,0.1924218,0.1718177,0.1726697,0.1793482,0.2009423,0.3086141,0.3723439,0.3216843,0.3222019,0.3601829,0.345929,0.3314942,0.416214,0.3899703,0.4247949,0.3896994,0.2666132,0.2491362,0.3045787,0.3272143,0.305921,0.2686176,0.2244078,0.2880389,0.2280964,0.238187,0.215828,0.235875,0.2854686,0.3158449,0.2725977,0.2449539,0.3393703,0.3532284,0.268344,0.1773161,0.185703,0.15077,0.2232886,0.2070242,0.3100902,0.1925872,0.2676479,0.2761457,0.2409822,0.3572898,0.3710075,0.2486341,0.2825356,0.2544905,0.1973902,0.2199706,0.1965931,0.1348296,0.1499327,0.1452692,0.1062055,0.1022766,0.08650983,0.08408026,0.08300064,0.07223252,0.05500412,0.0632764,0.07965616,0.08403762,0.06675077,0.05572378,0.08861391,0.04522161,0.0357592,0.02397481,0.03326559,0.03676425,0.03421885,0.03311456,0.02970485,0.02424921,0.01660539,0.01300303,0.009377718,0.007601525,0.005504644,0.00237262
35,6.63,9.88553094656946e+25,317.0,78.0,-178,0,9.85,181.17,7.06,272.4,33.189,-116.143,8.0,0.0,30.0,12.0,360.1,76.68207424202046,0.883080314162806,47.119819256396376,35.242619770067414,2.596583897084479,0.7837444151617998,49.62957823587256,2.496625000818546,0,4.0,226.84,226.98,222.42,236.66,222.42,-76.49,-20.11,0.14,20.16,0.13,0.68,72.16,0.21,4.08,1.33,9.14,-0.7781,-0.0657,-76.487887,7,3,3,0,2,2,3,316.46,2,2.5,0,1,2,90.0,180.0,0.08,0.13,13.0,13.0,317.0,238.85985,0.5272,0.2768,-0.2373,0.5,50,0.012584,2.8846,1.278,0.01259383,0.01262117,0.01263293,0.01265055,0.01265982,0.01269665,0.01268685,0.01275682,0.01270464,0.01278758,0.01281641,0.01292229,0.01297067,0.01275313,0.01285369,0.01308091,0.01290736,0.01282513,0.01307595,0.01365823,0.01416822,0.01510681,0.0146007,0.01790987,0.01607061,0.01659753,0.01622874,0.02174444,0.02059441,0.02131941,0.02205453,0.02125564,0.02216394,0.02474752,0.02926052,0.02908891,0.02375021,0.03459038,0.02826006,0.04130881,0.02672118,0.04973821,0.03577967,0.03427794,0.03981854,0.02874727,0.04412088,0.03732653,0.03203045,0.04449634,0.03930175,0.03633836,0.03816907,0.03837548,0.05077958,0.06829461,0.05387744,0.05409749,0.06751271,0.06213436,0.06349899,0.04600496,0.06828927,0.06153691,0.04066855,0.06002181,0.05022611,0.05458158,0.03918783,0.04041514,0.03494085,0.05800537,0.04362068,0.03938482,0.02899243,0.05118266,0.0593527,0.05438077,0.03049376,0.02155596,0.01888557,0.02461972,0.02174135,0.01428755,0.0113398,0.01134058,0.01229629,0.01575161,0.02128117,0.02371989,0.01919108,0.01230101,0.00934271,0.008632244,0.00814907,0.006023395,0.003730695,0.002907725,0.002603379,0.002546861,0.001747045,0.001585874,0.001415792,0.001188665,0.0009628559,0.0008394771,0.0006436019,0.0005691557,0.0005224216,0.000463217,0.0002256992
36,6.63,9.88553094656946e+25,317.0,78.0,-178,0,9.85,181.17,7.06,272.4,33.189,-116.143,8.0,0.0,30.0,12.0,360.1,76.68207424202046,0.8836897940522476,47.119819256396376,35.242619770067414,2.593097584306298,0.7884985594426062,49.267728791896864,2.512543343135241,0,4.0,204.23,204.39,199.84,213.47,199.84,-94.1,-28.09,0.14,27.97,0.12,0.68,73.23,0.2,4.08,1.3293,9.14,-0.5868,-0.0847,-94.103812,2,8,3,0,2,1,3,217.92,2,2.0023395800042905,14,4,10,249.0,339.0,0.1,0.2,15.0,15.0,317.0,206.29863,0.3997,0.2603,-0.2231,0.5,50,0.0090144,2.4991,1.448,0.009016104,0.009025265,0.009025129,0.009027605,0.00903115,0.009047454,0.009108872,0.009198626,0.009101398,0.009232777,0.009540744,0.009335825,0.009307707,0.009432999,0.009536765,0.009628126,0.01007698,0.01124246,0.01065159,0.01082767,0.01203269,0.01460473,0.01227515,0.01359149,0.01368322,0.01369517,0.01490533,0.01449886,0.01710776,0.02065092,0.02036449,0.02194143,0.01810944,0.01469768,0.01897596,0.02090928,0.02644959,0.02154382,0.03538599,0.03508845,0.04793786,0.04785577,0.03429549,0.05294814,0.07079697,0.06186192,0.05418415,0.0459912,0.03777757,0.06412327,0.07980222,0.05404588,0.05406355,0.07767026,0.05681277,0.04285536,0.05664992,0.05665374,0.05454633,0.04650232,0.06173827,0.04011357,0.05973914,0.06952789,0.04539063,0.04055598,0.04084809,0.06039118,0.02645377,0.02490088,0.03134394,0.04875018,0.02894269,0.03511513,0.03185238,0.03392527,0.032306,0.03277004,0.02487128,0.03223858,0.03360743,0.03739239,0.02008051,0.01472365,0.01172766,0.01542254,0.01049539,0.009302242,0.01685727,0.01657246,0.01308279,0.01105102,0.008015083,0.009357133,0.01035861,0.00860277,0.01103102,0.004565312,0.00422778,0.003053451,0.003070164,0.002697667,0.002911256,0.002329604,0.001727034,0.0008482986,0.0007184656,0.0008165319,0.0006280225,0.0004264849,0.0001663004
37,6.63,9.88553094656946e+25,317.0,78.0,-178,0,9.85,181.17,7.06,272.4,33.189,-116.143,8.0,0.0,30.0,12.0,360.1,76.68207424202046,0.8843301424976837,46.99725673916509,35.242619770067414,2.5962055974329754,0.7835251596205418,49.665801969554586,2.4953103973145416,0,4.0,211.53,211.68,207.14,221.55,207.14,-58.27,-16.34,0.14,16.46,0.13,0.68,70.4,0.23,4.08,1.3281,9.14,-0.8529,-0.0327,-58.274767,2,8,3,1,2,1,2,415.13,1,0.23,0,1,10,180.0,270.0,0.12,0.13,13.0,13.0,317.0,228.7719,0.5741,0.2828,-0.243,0.5,50,0.0082481,1.9643,0.88104,0.00825006,0.008260248,0.008274113,0.008252567,0.00826913,0.008327364,0.008319536,0.008345854,0.008478351,0.008492371,0.008577002,0.00860614,0.008610192,0.008801515,0.008702317,0.008804934,0.008954366,0.009537641,0.01025274,0.009472434,0.009868324,0.01014622,0.01145823,0.01248883,0.01160437,0.01453115,0.01225916,0.01115278,0.01375672,0.01335986,0.01315481,0.01434121,0.02044781,0.01757005,0.01676487,0.02347605,0.01758956,0.02304938,0.0239581,0.03745336,0.03403077,0.03792404,0.0255899,0.02752487,0.02758499,0.02675671,0.02437204,0.02200164,0.02772053,0.02918148,0.03280871,0.03868755,0.02987579,0.02797061,0.02569885,0.03456192,0.03868665,0.03667889,0.04181815,0.05997364,0.06411996,0.05412425,0.03875899,0.06056988,0.0572858,0.04060817,0.04735119,0.03223127,0.04572733,0.0450913,0.02953581,0.04336261,0.04266852,0.04432239,0.04632674,0.0269784,0.02374945,0.02810233,0.02930889,0.02019352,0.02085691,0.0242573,0.02558694,0.0151806,0.01573135,0.01415612,0.01441436,0.01473541,0.01164074,0.01103279,0.008674865,0.006554489,0.00392323,0.002915862,0.002795409,0.003612104,0.002481045,0.001440415,0.001834046,0.001610004,0.001088332,0.001031046,0.001135074,0.001225392,0.0009029086,0.00058952,0.0004053715,0.0003005539,0.0002054514,0.0001795788,0.000125099
38,6.63,9.88553094656946e+25,317.0,78.0,-178,0,9.85,181.17,7.06,272.4,33.189,-116.143,8.0,0.0,30.0,12.0,360.1,76.68207424202046,0.7308734140966152,47.0966056606399,35.242619770067414,2.5975065639246546,0.7881729883644651,49.28708527661932,2.4507032953729673,0,4.0,133.36,133.6,129.11,141.6,129.11,-80.29,-38.45,0.14,37.92,0.11,0.68,72.43,0.21,4.08,1.3171,9.14,-0.3244,0.0022,-80.29258,0,8,1,2,1,2,2,442.88,1,2.0559367048995045,13,4,10,33.0,303.0,0.1,0.13,20.0,20.0,317.0,131.11137,0.2137,0.2319,-0.203,0.5,50,0.042004,3.4995,1.7459,0.04203079,0.04225895,0.04235164,0.04240855,0.04247981,0.04303254,0.04341944,0.04347321,0.04351113,0.04470033,0.04665178,0.04687121,0.04742475,0.04637735,0.04693271,0.05217594,0.04807929,0.05302857,0.05472405,0.05417896,0.05674918,0.06111045,0.05928505,0.05873327,0.08050227,0.0696146,0.09148739,0.1180607,0.1142511,0.1112178,0.1271293,0.13079,0.1577035,0.1486742,0.206652,0.2100131,0.2587847,0.2738211,0.1950185,0.1886645,0.172834,0.1584562,0.2142531,0.1986756,0.2901938,0.3114655,0.3318031,0.3078437,0.2330578,0.2038907,0.1325759,0.1900716,0.192936,0.1557781,0.1660993,0.111961,0.1521081,0.1952666,0.09612707,0.07752346,0.108481,0.08065996,0.1219845,0.1375493,0.118247,0.09245922,0.07098356,0.07760062,0.07865144,0.06038539,0.08433381,0.07421901,0.03581247,0.04176549,0.03987112,0.03717598,0.03357065,0.03706828,0.02527568,0.02560016,0.03513082,0.03540387,0.02019643,0.02018882,0.02033464,0.01902432,0.01895719,0.01769014,0.01538267,0.01815869,0.02242297,0.02078271,0.01591414,0.01191449,0.01146663,0.01063562,0.008730742,0.007357284,0.006895367,0.004967161,0.003304371,0.002834971,0.002286172,0.001788317,0.001627795,0.001117809,0.0008416265,0.0006743939,0.0005346746,0.0004475807,0.0002343924
39,5.33,1.1091748152624142e+24,325.0,48.0,59,3,1.3,256.36,67.45,163.23,34.2698,-117.54,8.0,5.627,4.5,3.8,17.2,60.234260311308816,0.8796531078070048,43.95107321883488,24.330473449420587,2.5569401911216443,0.7862019134802216,49.041836033454324,2.5216434554512857,0,1.6881842624890084,106.33,106.63,103.23,106.03,103.39,-61.5,-36.57,0.5,36.76,0.2860634507825527,0.84,40.83,0.4145167599528861,9.172198867233906,2.1840977885804187,12.393007717671615,-0.13117054913972115,0.08154311662784118,5.299874023411216,7,6,1,2,1,2,2,450.28,1,10.0,5,4,10,21.0,291.0,0.4,0.4,28.0,13.0,325.01,35.93523740788657,0.924976789283599,0.12055017271913294,-0.04414754187025797,0.5,50,0.020149,1.2648,0.18708,0.02018168,0.02127405,0.02129052,0.0232707,0.02459057,0.02400703,0.02583498,0.02449363,0.02906505,0.02454961,0.02550276,0.02567818,0.0253908,0.02682455,0.02711175,0.02671761,0.02808439,0.03013687,0.03057696,0.03023257,0.0308828,0.04197699,0.04245428,0.05480037,0.04681386,0.05205233,0.05343343,0.0771803,0.07845339,0.07983065,0.09913649,0.1062474,0.1689238,0.1472265,0.112258,0.1313592,0.1113005,0.161713,0.09776233,0.08579474,0.1049341,0.116162,0.06698684,0.05610857,0.07646241,0.1106317,0.1252622,0.104955,0.09276553,0.08659683,0.1360563,0.09961102,0.079531,0.08452908,0.1116563,0.1212082,0.1094965,0.04865832,0.043686,0.05258648,0.05195012,0.05187591,0.02690318,0.01870486,0.02186032,0.02001731,0.0234889,0.02488164,0.01907781,0.01345778,0.009080484,0.006256137,0.005789502,0.004494894,0.006634546,0.00450078,0.003022299,0.002483713,0.002074634,0.001830527,0.001741204,0.001739001,0.001751815,0.001335102,0.001167431,0.0008231434,0.0006919333,0.0005919159,0.0005124879,0.0004384703,0.0003900893,0.0003641381,0.0003446357,0.0003353507,0.0003413558,0.0003082496,0.0002264823,0.000181021,0.0001552647,0.0001337382,0.0001157883,0.000101032,9.04105e-05,8.136713e-05,7.360642e-05,6.106209e-05,5.145728e-05,4.394503e-05,3.796031e-05,3.311633e-05,1.870993e-05
40,5.33,1.1091748152624142e+24,325.0,48.0,59,3,1.3,256.36,67.45,163.23,34.2698,-117.54,8.0,5.627,4.5,3.8,17.2,57.03244782783874,0.8686682420463507,44.861595782786125,24.350350107506266,2.5733285566731037,0.7855544734254163,49.13537882143268,2.492927795295268,0,1.7624436420687868,22.51,23.89,21.33,24.38,22.94,22.79,106.38,0.5,66.54,0.2,0.16,69.18,0.06,9.06035252023252,2.1341170932292077,12.746168232172746,-0.1654128621833452,0.0596195349220763,7.186277920337393,0,3,2,0,1,2,2,477.22,2,0.092,14,4,10,126.0,216.0,0.4,0.28,20.0,20.0,325.01,33.69912768659668,0.9225950201841324,0.12024234705617043,-0.03192954503442763,0.5,50,0.067895,3.7417,0.3769,0.06790144,0.06951164,0.07091597,0.06981295,0.07524751,0.07770126,0.08096069,0.08564932,0.08176487,0.0863679,0.08948477,0.1007602,0.08574652,0.08736859,0.1078428,0.09732564,0.1275556,0.1151543,0.1711241,0.1731304,0.2074814,0.257287,0.2504236,0.2587141,0.2527229,0.2454956,0.2017741,0.2897772,0.3447416,0.3680034,0.3376761,0.3018104,0.3509186,0.389116,0.353844,0.3488184,0.2686958,0.2571725,0.3318376,0.2226109,0.2013625,0.1793867,0.2332015,0.2184248,0.2324487,0.2514546,0.2520165,0.2487196,0.2427016,0.2186448,0.173577,0.1496862,0.1270499,0.1192257,0.1118392,0.09688482,0.08750776,0.08750253,0.078596,0.07042903,0.07595987,0.0700919,0.06405694,0.05189591,0.0414709,0.03393524,0.0284608,0.02479579,0.0193597,0.01776651,0.01617909,0.01495644,0.01327518,0.01227018,0.0107171,0.009930859,0.008947755,0.008548326,0.007309223,0.005929396,0.005332781,0.004616152,0.003379265,0.00233604,0.00192077,0.001662571,0.001553165,0.001453086,0.001278457,0.001130659,0.001005168,0.000897908,0.0008057566,0.000726165,0.0006570811,0.0005290561,0.0004413159,0.0003736942,0.0003205467,0.0002780474,0.000243519,0.0002150778,0.0001913672,0.0001713894,0.0001543974,0.0001272254,0.0001066632,9.072378e-05,7.811566e-05,6.796954e-05,3.810251e-05
41,5.33,1.1091748152624142e+24,325.0,48.0,59,3,1.3,256.36,67.45,163.23,34.2698,-117.54,8.0,5.627,4.5,3.8,17.2,56.71263905560977,0.8599043111051233,45.00284498523333,24.46802404572408,2.573854323199382,0.7856326301945564,49.0784327102189,2.501805528630591,0,1.7507503240172428,18.87,20.5,17.4,20.86,19.35,18.1,113.31,0.5,57.77,0.27,0.16,74.62,0.04,9.240834629767777,2.221976139286639,12.838896152923116,-0.17284450320358707,0.06352563688711413,5.027920970418665,1,2,0,3,0,2,1,813.48,0,0.0,12,4,10,95.0,185.0,0.3,0.8,18.0,23.0,325.01,55.52198776334938,0.9060795853835901,0.11904184026514966,-0.030037155512455723,0.5,50,0.04291,1.006,0.16387,0.04328629,0.04537646,0.0456743,0.04563265,0.0556937,0.05308206,0.05852121,0.05756548,0.06857575,0.06537927,0.07221053,0.109644,0.09760474,0.1003874,0.1107458,0.153141,0.1122385,0.1259928,0.1563466,0.20826,0.2304466,0.2583576,0.2911808,0.229089,0.2339309,0.2013154,0.1474566,0.1879876,0.2302914,0.2230633,0.2698477,0.221286,0.191551,0.08901808,0.0841735,0.09946626,0.1164444,0.1010988,0.1148899,0.07907106,0.06021987,0.05823835,0.06289181,0.04693862,0.03851919,0.06382812,0.04231214,0.04254031,0.03417597,0.04207263,0.05473399,0.0395522,0.02574171,0.02162149,0.02487863,0.02688957,0.02824534,0.01671685,0.02498634,0.02192868,0.02136061,0.0152856,0.01932833,0.02617816,0.01728387,0.01739941,0.01186676,0.009925968,0.01160158,0.008065608,0.01084885,0.007179921,0.005189909,0.006193576,0.005370764,0.005281052,0.004122496,0.006137336,0.004153753,0.003521391,0.004033499,0.002675026,0.001597265,0.001539296,0.001270327,0.001423947,0.001493852,0.001701828,0.001207055,0.0005905962,0.0006571254,0.0007970324,0.000683666,0.0005244368,0.0004239623,0.0003342325,0.0002713278,0.0001978123,0.000152265,0.0001239007,0.0001027747,8.901388e-05,7.771765e-05,6.89436e-05,6.25369e-05,5.211784e-05,4.408248e-05,3.775907e-05,3.269616e-05,2.858132e-05,1.624837e-05
42,5.33,1.1091748152624142e+24,325.0,48.0,59,3,1.3,256.36,67.45,163.23,34.2698,-117.54,8.0,5.627,4.5,3.8,17.2,57.030580214906614,0.8668653396815867,45.20972057079664,24.22944784803258,2.571129874411206,0.7858502489507266,49.11751634426233,2.508078214964114,0,1.7574154350187565,31.48,32.48,29.18,32.32,30.11,5.92,168.46,0.5,6.9,0.2697480885558329,0.84,67.29,0.4265436828736296,9.153481819916772,2.143244336363868,12.690438612060975,-0.16968990809993154,0.0567514472859785,6.606420591919418,0,3,3,0,2,1,3,301.95,2,0.18,1,4,3,90.0,180.0,0.3,0.4,2.0,18.0,325.01,26.79798795910599,0.9313684079212887,0.12257759176949239,-0.0479312455718846,0.5,50,0.027767,1.3178,0.14365,0.02782035,0.028501,0.02932579,0.03152955,0.03062135,0.028197,0.03244006,0.03121404,0.03277726,0.03456261,0.02969089,0.03497576,0.03143245,0.03058525,0.03253416,0.03658755,0.04258648,0.03983695,0.04862324,0.05039394,0.05421662,0.06274971,0.03828852,0.04736933,0.06527025,0.09439542,0.05224253,0.1002433,0.08441999,0.1629356,0.1545437,0.09751754,0.1627158,0.1475179,0.1335164,0.15533,0.1196827,0.1178709,0.192281,0.2603162,0.221441,0.1717381,0.1159398,0.191963,0.1661908,0.1706944,0.1173227,0.1169171,0.1385367,0.1553372,0.08160841,0.06442672,0.07309882,0.08609758,0.07924783,0.0597327,0.05265481,0.05462086,0.04970546,0.04083792,0.03334145,0.03810187,0.02913319,0.02533925,0.04224798,0.05117455,0.02892533,0.02412463,0.01990867,0.01914341,0.01263286,0.01363307,0.01001141,0.007404614,0.009603387,0.008718139,0.006728811,0.005368934,0.003912611,0.003257408,0.00288347,0.002725561,0.001716553,0.001255187,0.001555893,0.0009615871,0.0009044977,0.0008495447,0.0006969188,0.0006562571,0.0006015036,0.0006390173,0.0005817913,0.000436311,0.0003270316,0.000231957,0.0001807828,0.00014538,0.000124858,0.000108311,9.754951e-05,8.88639e-05,8.099277e-05,7.366708e-05,6.701815e-05,5.554369e-05,4.642144e-05,3.914009e-05,3.326857e-05,2.855086e-05,1.507236e-05
